society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Pareena Coban Residences,138.0,7150.0,4.0,5.0,3.0,1.0,South-East,Relatively New,4, Sector 99A Gurgaon,20.0,1,0,0,0,1930.0,2150.0,2352.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019300699
Pareena Coban Residences,116.0,5808.0,3.0,3.0,3.0,3.0,North-East,Relatively New,3, Sector 99A Gurgaon,20.0,1,0,0,0,1420.0,1790.0,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019972452
La Vida by Tata Housing,233.0,12533.0,3.0,3.0,3.0,3.0,North,New Property,3, Sector 113 Gurgaon,25.0,1,0,0,0,1859.0,2098.0,2217.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01859092
La Vida by Tata Housing,305.0,11338.0,3.0,4.0,3.0,15.0,North-East,New Property,3, Sector 113 Gurgaon,25.0,1,0,0,0,2240.0,2600.0,2690.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026900688
SS The Leaf,120.0,12371.0,2.0,2.0,2.0,4.0,East,Relatively New,2, Sector 85 Gurgaon,26.0,1,0,0,1,970.0,1190.0,1671.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009700105
SS The Leaf,122.0,13318.0,2.0,2.0,3.0,16.0,North-East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,1,916.0,1300.0,1772.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009160535
SS The Leaf,110.0,12471.0,2.0,2.0,3.0,12.0,North,Relatively New,2, Sector 85 Gurgaon,26.0,0,1,0,0,882.0,1173.0,1640.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008820463
SS The Leaf,115.0,11966.0,2.0,2.0,3.0,20.0,North-East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,1,0,961.0,1263.0,1741.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009610563
Bestech Park View Grand Spa,225.0,8458.0,3.0,4.0,3.0,8.0,West,Relatively New,3, Sector 81 Gurgaon,20.0,1,1,0,1,2100.0,2300.0,2660.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,5,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.026602034
DLF Regal Gardens,125.0,6459.0,3.0,3.0,3.0,10.0,South,Relatively New,3, Sector 90 Gurgaon,30.0,0,0,0,0,1600.0,1650.0,1703.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.019352841
TARC Maceo,140.0,7407.0,3.0,3.0,3.0,7.0,North,Relatively New,3, Sector 91 Gurgaon,13.0,0,0,0,0,1600.0,1700.0,1890.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01890104
Godrej Aria,100.0,6653.0,2.0,2.0,2.0,4.0,North-West,Relatively New,2, Sector 79 Gurgaon,15.0,0,1,0,0,1200.0,1300.0,1503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015030813
Ireo Uptown,185.0,12567.0,2.0,3.0,3.0,16.0,South-East,Relatively New,2, Sector 66 Gurgaon,25.0,1,0,0,0,1251.0,1470.0,1472.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.014721095
Tata Primanti,675.0,19285.0,4.0,4.0,3.0,0.0,North-East,New Property,4, Sector 72 Gurgaon,3.0,1,0,0,0,3500.0,4000.0,4250.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,3,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,2,0.035001296
Tata Primanti,525.0,15648.0,4.0,4.0,3.0,30.0,North-East,New Property,4, Sector 72 Gurgaon,40.0,1,0,0,0,2800.0,3000.0,3355.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6,4,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0.033550613
Tata Primanti,500.0,11363.0,4.0,4.0,3.0,2.0,North-East,New Property,4, Sector 72 Gurgaon,40.0,1,1,0,1,3500.0,4000.0,4400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7,4,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,2,0.044002464
Ambience Creacions,165.0,11956.0,2.0,2.0,2.0,9.0,East,Relatively New,2, Sector 22 Gurgaon,20.0,0,0,1,0,1000.0,1200.0,1380.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,2,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.013800602
Ambience Creacions,255.0,13709.0,3.0,3.0,3.0,8.0,North-East,Relatively New,3, Sector 22 Gurgaon,20.0,0,0,0,0,1400.0,1600.0,1860.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,3,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.018600919
Ambience Creacions,255.0,13709.0,3.0,3.0,3.0,5.0,North-East,Relatively New,3, Sector 22 Gurgaon,20.0,0,0,0,0,1400.0,1600.0,1860.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,6,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0.018600919
Ambience Creacions,430.0,13915.0,3.0,4.0,3.0,6.0,South-West,Relatively New,3, Sector 22 Gurgaon,18.0,1,0,0,0,2100.0,2600.0,3090.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,5,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0.030901904
Ambience Creacions,240.0,17391.0,2.0,2.0,2.0,8.0,South-East,Relatively New,2, Sector 22 Gurgaon,18.0,0,0,0,0,900.0,1200.0,1380.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0.013800242
Imperia The Esfera,87.0,5513.0,2.0,3.0,3.0,5.0,North-West,Relatively New,2, Sector 37C Gurgaon,23.0,0,1,0,0,1110.0,1300.0,1578.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015780882
Corona Optus,125.0,7090.0,3.0,3.0,3.0,4.0,North-West,Relatively New,3, Sector 37C Gurgaon,14.0,0,0,0,0,1234.0,1350.0,1763.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017630465
Imperia The Esfera,99.0,5454.0,3.0,5.0,3.0,5.0,North-West,Relatively New,3, Sector 37C Gurgaon,23.0,1,0,0,0,1270.0,1400.0,1815.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018151815
The Close North,270.0,10364.0,3.0,3.0,3.0,6.0,East,Moderately Old,3, Nirvana Country,18.0,1,0,0,0,2200.0,2400.0,2605.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026051717
BPTP Terra,175.0,7987.0,4.0,4.0,3.0,7.0,West,Relatively New,4, Sector 37D Gurgaon,23.0,0,0,0,0,1800.0,2100.0,2191.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021910605
BPTP Terra,155.0,7074.0,4.0,3.0,3.0,19.0,North-East,Relatively New,4, Sector 37D Gurgaon,23.0,0,0,0,0,1800.0,2100.0,2191.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.021911224
BPTP Terra,160.0,7302.0,4.0,3.0,3.0,7.0,North,Relatively New,4, Sector 37D Gurgaon,23.0,0,0,0,0,1800.0,2000.0,2191.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021911805
Unitech Uniworld City,355.0,14991.0,3.0,5.0,3.0,16.0,North,Old Property,3, Sector 30 Gurgaon,19.0,1,0,0,0,2000.0,2367.0,2368.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.023680875
Vatika Lifestyle Homes,104.0,5699.0,3.0,2.0,2.0,2.0,South-West,Moderately Old,3, Sector 83 Gurgaon,7.0,0,0,0,0,1100.0,1500.0,1755.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018248816
DLF Park Place,485.0,30180.0,3.0,4.0,3.0,6.0,North,Moderately Old,3, Sector 54 Gurgaon,30.0,1,0,0,0,1607.0,1785.0,1983.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,3,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,1,0.016070245
Emaar MGF Emerald Floors Premier,280.0,16969.0,4.0,4.0,3.0,2.0,North,Relatively New,4, Sector 65 Gurgaon,4.0,0,1,0,0,1650.0,1800.0,1975.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,4,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.016500678
Emaar MGF Emerald Floors Premier,235.0,16206.0,3.0,3.0,3.0,2.0,South-East,Relatively New,3, Sector 65 Gurgaon,4.0,1,1,0,0,1450.0,1500.0,1650.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.014500802
Emaar MGF Emerald Floors Premier,275.0,13924.0,4.0,4.0,3.0,3.0,North-West,Relatively New,4, Sector 65 Gurgaon,4.0,1,1,0,0,1650.0,1750.0,1975.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,4,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.019750072
Emaar Mgf Palm Terraces Select,340.0,14107.0,4.0,4.0,3.0,2.0,North-East,Relatively New,4, Sector 66 Gurgaon,12.0,1,0,0,0,2040.0,2210.0,2410.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7,4,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0.02410151
Unitech Fresco,180.0,9589.0,3.0,4.0,3.0,6.0,North-East,Moderately Old,3, Nirvana Country,19.0,1,0,0,0,1600.0,1870.0,1877.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,3,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,2,0.018771509
The Close North,265.0,10685.0,3.0,4.0,3.0,6.0,North,Moderately Old,3, Nirvana Country,18.0,1,0,0,0,2000.0,2470.0,2480.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,2,0.024801123
Unitech Fresco,188.0,10479.0,3.0,3.0,3.0,14.0,North,Moderately Old,3, Nirvana Country,19.0,0,0,0,0,1450.0,1790.0,1794.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,3,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,2,0.017940643
Unitech Harmony,260.0,9590.0,3.0,4.0,2.0,15.0,North-East,Relatively New,3, Nirvana Country,19.0,1,0,0,0,2200.0,2700.0,2711.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4,3,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,2,0.027111575
The Close North,297.0,11401.0,3.0,3.0,3.0,8.0,North,Moderately Old,3, Nirvana Country,18.0,1,0,0,0,2100.0,2600.0,2605.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,0,4,0,0,1,4,0,0,0,0,0,0,0,0,2,0.026050346
DLF The Skycourt,155.0,8031.0,3.0,3.0,1.0,12.0,North-East,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,1,0,1350.0,1900.0,1930.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,3,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,2,0.019300212
Vatika The Seven Lamps,137.0,8753.0,3.0,3.0,3.0,11.0,South,Relatively New,3, Sector 82 Gurgaon,16.0,1,1,1,0,1565.0,2000.0,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.015651777
Emaar MGF The Palm Drive,285.0,14615.0,3.0,3.0,3.0,11.0,North-East,Relatively New,3, Sector 66 Gurgaon,17.0,0,1,0,0,1550.0,1920.0,1950.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019500513
The Close North,235.0,11767.0,3.0,3.0,3.0,8.0,North-East,Moderately Old,3, Nirvana Country,16.0,0,0,0,0,1850.0,1950.0,1997.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,4,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019971106
The Close South,310.0,12444.0,3.0,4.0,3.0,4.0,North-East,Moderately Old,3, Nirvana Country,18.0,1,0,0,0,2250.0,2450.0,2491.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,4,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.024911604
Orris Aster Court,68.5,5221.0,2.0,2.0,2.0,5.0,South-West,Relatively New,2, Sector 85 Gurgaon,12.0,0,0,0,0,975.0,1075.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013120092
Orris Carnation Residency,79.9,4857.0,3.0,4.0,3.0,4.0,West,Relatively New,3, Sector 85 Gurgaon,12.0,1,0,0,0,1275.0,1390.0,1645.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.016450484
Shree Vardhman Flora,64.5,6789.0,2.0,2.0,3.0,9.0,South-East,Relatively New,2, Sector 90 Gurgaon,13.0,0,1,0,0,950.0,1050.0,1350.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,44,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009500663
SS The Coralwood,101.0,5771.0,3.0,3.0,2.0,18.0,North-West,Relatively New,3, Sector 84 Gurgaon,21.0,0,0,0,0,1350.0,1475.0,1750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175013
SS The Leaf,177.0,7350.0,3.0,4.0,3.0,6.0,South-East,Moderately Old,3, Sector 85 Gurgaon,26.0,1,0,0,0,1300.0,1450.0,2408.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.024081633
DLF New Town Heights ,121.0,6243.0,3.0,3.0,3.0,7.0,West,Relatively New,3, Sector 90 Gurgaon,19.0,1,0,1,0,1928.0,1929.0,1930.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019381708
Ashiana Mulberry,90.0,6143.0,2.0,2.0,3.0,7.0,North-East,Moderately Old,2, Sohna,17.0,0,1,0,0,1000.0,1100.0,1465.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014650822
Ashiana Mulberry,107.0,6184.0,3.0,3.0,3.0,7.0,North-East,Relatively New,3, Sohna,17.0,0,0,0,0,1300.0,1600.0,1730.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017302717
DLF The Skycourt,150.0,7776.0,3.0,3.0,1.0,15.0,South-East,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1330.0,1550.0,1929.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019290123
Signature Global Solera,36.0,5980.0,2.0,2.0,1.0,7.0,North-West,Relatively New,2, Sector 107 Gurgaon,14.0,0,0,0,0,546.0,598.0,602.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006020067
Vatika Lifestyle Homes,105.0,7500.0,3.0,2.0,2.0,1.0,South-West,Moderately Old,3, Sector 83 Gurgaon,7.0,0,0,0,0,1400.0,1600.0,1755.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.014
Shapoorji Pallonji Joyville Gurugram,215.0,12706.0,3.0,3.0,3.0,10.0,South-West,Relatively New,3, Sector 102 Gurgaon,26.0,0,0,0,0,1592.0,1690.0,1692.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.01692114
