society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Signature Global Synera,48,8026,2,2,1,14,,Relatively New,2, Sector 81 Gurgaon,14,0,0,0,0,498,,598,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.005980563
Sahara Grace,430,12420,3,4,3,5,,Old Property,3, Chakkarpur,6,1,0,0,1,,,3462.01,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,9,1,0,1,1,1,0,0,1,0,1,5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0.034621578
Smart World Gems,90,8159,2,2,2,3,,New Property,2, Sector 89 Gurgaon,4,0,1,0,0,,,1103,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011030764
Aipl Peaceful Homes,275,12791,3,3,3,14,North-East,Undefined,3, Sector 70A Gurgaon,14,0,0,0,0,,2150,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021499492
BPTP Astaire Gardens,120,7058,3,3,3,2,,Relatively New,3, Sector 70A Gurgaon,3,0,0,0,0,,1450,1700,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,17,0,1,0,0,0,1,1,1,1,0,5,3,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0.017001984
Viridian The Plaza ,46,6571,1,1,1,18,,New Property,1, Sector 106 Gurgaon,26,0,0,0,0,700,,,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007000457
Signature Global City,110,8494,3,3,2,2,North,Under Construction,3, Sector 37D Gurgaon,4,0,0,0,0,1295,,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,15,1,1,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012950318
Pareena Mi Casa,115,9236,2,2,3,8,East,New Property,2, Sector 68 Gurgaon,35,0,0,0,0,,,1245,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012451278
Huda Housing Board Society,45,9745,1,1,0,0,North-West,Moderately Old,1, Sector 52 Gurgaon,1,0,0,1,0,461.77,,,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,16,1,0,1,1,1,1,1,1,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0.004617753
Signature The Serenas,45,8474,2,2,1,10,,New Property,2, Sohna,12,0,0,0,0,531,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005310361
Signature Global Orchard Avenue,40,5479,2,2,0,0,,Undefined,2, Sector 93 Gurgaon,16,0,0,0,0,,730,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007300602
Trisara Our Homes ,40.3,4478,2,2,2,1,,Undefined,2, Sohna,1,0,0,0,0,602,900,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008999553
MM Heights,225,13608,2,2,3,5,,Under Construction,2, Sector 65 Gurgaon,35,0,0,0,0,1433,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.016534392
Adani Brahma Samsara Vilasa,340,10000,3,3,3,1,West,New Property,3, Sector 63 Gurgaon,4,0,0,0,0,,,3400,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,30,1,1,0,0,0,1,1,1,1,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.034
Vatika Independent Floors,145,8056,4,3,0,1,,Undefined,4, Sector 82 Gurgaon,1,0,0,0,0,,1800,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017999007
Tulip Violet,120,10909,2,3,0,0,,Undefined,2, Sector 69 Gurgaon,15,0,0,0,0,,1100,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011000092
MM Heights,190,15000,2,2,3,4,,Under Construction,2, Sector 65 Gurgaon,34,0,0,0,0,,,1261,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,24,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012666667
Godrej Icon,165,9041,3,3,3,12,,New Property,3, Sector 88A Gurgaon,12,0,0,0,0,,,1825,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,32,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018250194
MM Skywalk,270,13379,3,3,3,13,,New Property,3, Sector 74 Gurgaon,30,0,0,0,1,,,2018,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,53,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02018088
Signature Global Park,54,6388,2,2,3,4,East,New Property,2, Sohna,4,0,0,0,0,528.3,,845.3,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,28,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845335
HCBS Sports Ville,22,3142,1,1,1,1,,New Property,1, Sohna,13,0,0,0,0,700,,,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00700191
GLS Arawali Homes,29,6035,2,2,2,9,East,Relatively New,2, Sohna,13,0,0,0,0,480.53,,,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004805302
Global Hill View,32.5,4271,2,2,0,11,,Undefined,2, Sector 11 Gurgaon,11,0,0,0,0,,761,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007609459
Zara Aavaas,20,6645,1,1,1,3,North-East,Undefined,1, Sector 104 Gurgaon,3,0,0,0,0,,301,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003009782
Chintamani,157,8509,3,3,3,1,North-East,Undefined,3, Sector 103 Gurgaon,1,0,0,0,0,1350,1845,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018451052
Signature Global City,80,8421,2,2,2,2,,Under Construction,2, Sector 37D Gurgaon,4,0,0,0,0,,,950,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.009500059
Signature Global City D Ph ,135,9375,3,3,3,3,,Under Construction,3, Sector 37D Gurgaon,4,0,0,1,0,1440,,,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,33,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144
Tulip Violet,200,10167,4,4,1,12,,Relatively New,4, Sector 69 Gurgaon,14,0,0,0,0,1967,,,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019671486
Signature Global Park,87,7190,3,2,3,4,,Undefined,3, Sohna,4,0,0,0,0,870,1210,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012100139
Eldeco Accolade,78,6170,2,2,2,3,,Relatively New,2, Sohna,12,0,0,0,0,,,1264,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,34,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.012641815
CHD Avenue ,95,7929,2,2,2,5,South,Moderately Old,2, Sector 71 Gurgaon,15,0,0,0,0,,,1198,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.011981334
Raheja Navodaya,110,4681,3,2,3,0,East,Undefined,3, Sector 92 Gurgaon,17,0,0,0,0,1850,2350,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023499252
Birla Navya,330,15348,3,3,3,4,West,Under Construction,3, Sector 63A Gurgaon,4,1,0,0,0,1200,,2150,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,17,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021501173
Housing Board Colony,30,41666,1,1,0,0,,Moderately Old,1, Sector 51 Gurgaon,2,0,1,0,0,72,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720012
Central Park Flower Valley Aqua Front Towers,296,13870,4,4,3,1,,New Property,4, Sector-33 Sohna,11,1,0,0,0,2134,,,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,9,0,0,0,1,1,1,1,0,0,1,5,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.021341024
Sare Green ParC Phase ,79,6086,3,2,2,15,North,New Property,3, Sector 92 Gurgaon,19,0,0,0,0,,,1298,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012980611
Sare Crescent Parc Royal Greens Phase ,79,6086,3,2,2,15,,New Property,3, Sector 92 Gurgaon,19,0,0,0,0,,,1298,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012980611
Godrej Nature Plus,170,12592,3,3,3,6,,New Property,3, Sector-33 Sohna,22,1,0,0,0,1350,,,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,27,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013500635
Godrej Oasis,140,7567,3,3,3,4,East,Relatively New,3, Sector 88A Gurgaon,14,0,0,0,0,,,1850,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,19,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.018501388
Sare Homes,58,4098,3,3,3,3,North-East,New Property,3, Sector 92 Gurgaon,4,0,0,0,0,,,1415,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014153245
Aqua Front Towers,250,11715,3,4,3,1,,Undefined,3, Sector 32 Gurgaon,1,0,0,0,0,1162,2134,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021340162
Bestech Altura,255,9532,4,5,2,4,East,New Property,4, Sector 79 Gurgaon,12,1,0,0,0,,2675,,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,28,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.026751993
Hero Homes,190,11249,3,3,3,16,,Under Construction,3, Sector 104 Gurgaon,36,0,0,1,0,1082,,1689,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,46,1,0,0,0,0,1,0,1,1,0,5,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0.01689039
MM Sierra ,125,10245,2,2,3,4,,New Property,2, Sector 68 Gurgaon,15,0,0,0,0,694,,1220,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,28,1,1,0,0,0,1,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012201074
Indiabulls Centrum Park,165,8250,3,3,3,15,,Relatively New,3, Sector 103 Gurgaon,18,0,1,0,0,1400,,2000,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,19,1,1,0,0,0,1,1,0,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Sare Green Parc ,75,4745,3,3,3,2,East,Relatively New,3, Sector 92 Gurgaon,5,0,0,0,0,1350,1415,1454,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.015806112
DLF ExpreSS The Leaf Greens,160,6808,4,6,3,4,North-East,Relatively New,4, Sector 1A IMT Manesar,20,1,1,1,0,2350,,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023501763
MM Woodshire,115,7496,2,2,3,0,North-East,Relatively New,2, Sector 107 Gurgaon,14,0,1,0,0,1056,,1534,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.015341515
Hero Homes,140,15826,3,2,2,4,North,Under Construction,3, Sector 104 Gurgaon,26,0,0,0,0,884.58,,1389,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008846202
Vipul Lavanya,128,7174,3,3,3,1,North-East,Moderately Old,3, Sector 81 Gurgaon,14,1,0,1,0,1784,,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017842208
Signature Global Park,75,6938,3,2,3,4,East,New Property,3, Sohna,4,0,0,0,0,1081,,,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,47,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010810032
Suncity Vatsal Valley,100,13340,2,2,2,3,,New Property,2, Gwal Pahari,4,0,0,0,0,750,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,3,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.007496252
Signature Global Superbia,40,6728,2,2,3,2,,Under Construction,2, Sector 95 Gurgaon,20,0,0,0,0,594.52,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005945303
Shree Vardhman Victoria,175,8974,3,4,2,16,,Relatively New,3, Sector 70 Gurgaon,18,1,0,1,0,,1950,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01950078
MM Heights,210,16653,2,2,3,8,,New Property,2, Sector 65 Gurgaon,34,0,0,0,0,800,,1261,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,17,1,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.01261034
Smart World Orchard,250,16139,3,3,1,1,East,Undefined,3, Sector 61 Gurgaon,1,0,0,0,0,,1549,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015490427
Karmyogi Apartment,230,6467,6,4,2,6,,Moderately Old,6, Sector 10A Gurgaon,9,0,0,0,0,3556,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035565177
Emaar Palm Gardens,180,9474,3,4,0,9,,Undefined,3, Sector 83 Gurgaon,9,0,0,0,0,,1900,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018999367
Smart World Orchard,200,12911,3,3,2,3,,New Property,3, Sector 61 Gurgaon,4,0,0,0,0,1549,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015490667
Supertech Araville,100,6535,2,2,3,4,,Relatively New,2, Sector 79 Gurgaon,14,0,1,0,0,1530,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.015302219
Orris Aster Court,90,5671,3,3,3,8,North-East,Relatively New,3, Sector 85 Gurgaon,12,0,0,0,0,,,1587,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015870217
DLF Beverly Park,800,15384,5,5,3,2,North-East,Old Property,5, DLF Phase 2,2,1,1,1,0,5200,,,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,15,1,0,1,1,1,0,0,1,0,1,8,7,1,1,1,5,1,4,1,5,1,0,0,0,0,0,0,0,1,0.05200208
AIPL Club Residences,95,10215,2,2,1,11,North-East,New Property,2, Sector 70A Gurgaon,11,0,0,0,0,730,930,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,0,1,0,3,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.009300049
Surya Vihar RWA,130,6500,5,5,2,2,South-East,Old Property,5, Surya Vihar,4,1,1,0,1,2200,2400,,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,22,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Mm Golf Hills,145,10211,2,2,3,15,,Under Construction,2, Sector 79 Gurgaon,31,0,0,0,0,1420,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014200372
Elevate,675,19882,4,4,0,10,,Undefined,4, Sector 50 Gurgaon,10,0,0,0,0,,3395,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033950307
Signature Global City,125,6082,3,3,3,4,,Under Construction,3, Sector 37D Gurgaon,4,0,0,0,0,2055,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,9,1,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02055245
Adani Brahma Samsara Vilasa,449,14254,4,4,3,3,North,New Property,4, Sector 63 Gurgaon,4,0,0,0,0,350,,,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,25,1,1,0,0,0,1,1,1,1,1,4,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.03149993
DLF The Grove,600,25000,4,4,2,1,South-West,Under Construction,4, DLF Phase 5,4,1,0,0,0,2400,,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,1,1,0,5,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0.024
Suncity Vatsal Valley,153,10699,3,3,3,2,North-East,New Property,3, Gwal Pahari,4,0,0,0,0,1430,,,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,1,1,0,4,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.014300402
Sare Green ParC Phase ,70,5279,3,2,2,4,,Relatively New,3, Sector 92 Gurgaon,19,0,0,0,0,1320,1325,1326,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,28,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.013260087
Pivotal Devaan Apartments,39,6500,2,2,0,5,North,Undefined,2, Sector 84 Gurgaon,12,0,0,0,0,500,,600,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006
Signature Global Park,56,6812,2,2,3,3,South,New Property,2, Sohna,4,0,0,0,0,822,,,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,47,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008220787
Conscient Elevate,675,19882,4,4,2,10,,New Property,4, Sector 59 Gurgaon,33,1,0,0,0,1855,,3395,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,17,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033950307
Signature Global City ,99,9074,3,2,3,1,,Under Construction,3, Sector 92 Gurgaon,4,0,0,0,0,,1091,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010910293
Godrej Air,140,10000,2,2,3,23,,Undefined,2, Sector 85 Gurgaon,23,0,0,0,0,900,1400,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014
Pyramid Urban,60,8571,2,2,2,14,,New Property,2, Sector 67A Gurgaon,14,0,0,0,0,,,700,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700035
Hero Homes,135,9565,3,2,2,18,East,New Property,3, Sector 104 Gurgaon,35,0,0,0,0,861.97,,1359,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014113957
Central Park Flower Valley,120,6742,3,3,0,11,,Undefined,3, Sohna,12,0,0,0,0,,1780,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017798873
Supertech Araville,71.5,5522,2,2,0,9,,Under Construction,2, Sector 79 Gurgaon,13,0,0,0,0,,1295,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012948207
Apna Enclave,58,6105,2,2,2,2,North-East,Old Property,2, Sector 3 Gurgaon,3,0,0,0,0,744,900,950,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,36,1,0,1,1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00950041
MM Soulitude,114,8000,3,3,2,2,East,Under Construction,3, Sector 89 Gurgaon,4,0,1,0,0,1423,,,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,27,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01425
Raheja Maheshwara,48,4367,2,2,2,11,,Under Construction,2, Sohna,13,0,0,0,0,,,1099,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,17,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010991527
Shapoorji Pallonji Joyville Gurugram,199,20664,2,2,2,14,South,New Property,2, Sector 102 Gurgaon,14,0,0,0,0,963,,1349,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,0,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009630275
Dlf  Apartment,250,7142,4,4,3,2,North-West,Old Property,4, Cyber City,2,1,1,1,0,,,3500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,2,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.035004201
Vipul Lavanya,75,5966,2,2,2,7,,Moderately Old,2, Sector 81 Gurgaon,15,0,0,0,0,1257,,,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.012571237
Godrej ,250,11141,3,3,3,5,,Undefined,3, Sector 79 Gurgaon,5,0,0,0,0,1800,2244,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022439637
Signature Global Park,58,7056,2,2,2,3,,Undefined,2, Sohna,3,0,0,0,0,600,822,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008219955
